dsei;codigo_dsei;ano_nascimento;frequencia_ativos;frequencia_ativos_indigenas
KAIAPÓ DO MATO GROSSO;34;1997.0;147;144
KAIAPÓ DO MATO GROSSO;34;1998.0;164;162
KAIAPÓ DO MATO GROSSO;34;1999.0;174;172
KAIAPÓ DO MATO GROSSO;34;2000.0;189;189
KAIAPÓ DO MATO GROSSO;34;2001.0;181;180
KAIAPÓ DO MATO GROSSO;34;2002.0;162;160
KAIAPÓ DO MATO GROSSO;34;2003.0;208;207
KAIAPÓ DO MATO GROSSO;34;2004.0;172;172
KAIAPÓ DO MATO GROSSO;34;2005.0;181;179
KAIAPÓ DO MATO GROSSO;34;2006.0;126;126
KAIAPÓ DO MATO GROSSO;34;2007.0;142;142
KAIAPÓ DO MATO GROSSO;34;2008.0;129;129
KAIAPÓ DO MATO GROSSO;34;2009.0;143;141
KAIAPÓ DO MATO GROSSO;34;2010.0;146;146
KAIAPÓ DO MATO GROSSO;34;2011.0;154;154
KAIAPÓ DO MATO GROSSO;34;2012.0;154;154
KAIAPÓ DO MATO GROSSO;34;2013.0;155;155
KAIAPÓ DO MATO GROSSO;34;2014.0;164;164
KAIAPÓ DO MATO GROSSO;34;2015.0;181;181
KAIAPÓ DO MATO GROSSO;34;2016.0;177;175
KAIAPÓ DO MATO GROSSO;34;2017.0;175;175
KAIAPÓ DO MATO GROSSO;34;2018.0;186;186
KAIAPÓ DO MATO GROSSO;34;2019.0;142;142
KAIAPÓ DO MATO GROSSO;34;2020.0;150;150
KAIAPÓ DO MATO GROSSO;34;2021.0;181;181
KAIAPÓ DO MATO GROSSO;34;2022.0;151;151
KAIAPÓ DO MATO GROSSO;34;2023.0;183;183
KAIAPÓ DO MATO GROSSO;34;2024.0;145;145
KAIAPÓ DO MATO GROSSO;34;2025.0;11;11
KAIAPÓ DO PARÁ;13;1922.0;3;3
KAIAPÓ DO PARÁ;13;1923.0;2;2
KAIAPÓ DO PARÁ;13;1924.0;3;3
KAIAPÓ DO PARÁ;13;1925.0;1;1
KAIAPÓ DO PARÁ;13;1926.0;1;1
KAIAPÓ DO PARÁ;13;1927.0;5;5
KAIAPÓ DO PARÁ;13;1928.0;2;2
KAIAPÓ DO PARÁ;13;1929.0;8;8
KAIAPÓ DO PARÁ;13;1930.0;12;12
KAIAPÓ DO PARÁ;13;1931.0;3;3
KAIAPÓ DO PARÁ;13;1932.0;15;15
KAIAPÓ DO PARÁ;13;1933.0;3;3
KAIAPÓ DO PARÁ;13;1934.0;16;16
KAIAPÓ DO PARÁ;13;1935.0;10;10
KAIAPÓ DO PARÁ;13;1936.0;1;1
KAIAPÓ DO PARÁ;13;1937.0;12;12
KAIAPÓ DO PARÁ;13;1938.0;8;8
KAIAPÓ DO PARÁ;13;1939.0;12;12
KAIAPÓ DO PARÁ;13;1940.0;31;31
KAIAPÓ DO PARÁ;13;1941.0;8;8
KAIAPÓ DO PARÁ;13;1942.0;11;11
KAIAPÓ DO PARÁ;13;1943.0;9;9
KAIAPÓ DO PARÁ;13;1944.0;9;9
KAIAPÓ DO PARÁ;13;1945.0;21;21
KAIAPÓ DO PARÁ;13;1946.0;12;12
KAIAPÓ DO PARÁ;13;1947.0;11;11
KAIAPÓ DO PARÁ;13;1948.0;12;12
KAIAPÓ DO PARÁ;13;1949.0;8;8
KAIAPÓ DO PARÁ;13;1950.0;17;17
KAIAPÓ DO PARÁ;13;1951.0;9;9
KAIAPÓ DO PARÁ;13;1952.0;15;15
KAIAPÓ DO PARÁ;13;1953.0;8;8
KAIAPÓ DO PARÁ;13;1954.0;17;17
KAIAPÓ DO PARÁ;13;1955.0;20;20
KAIAPÓ DO PARÁ;13;1956.0;5;5
KAIAPÓ DO PARÁ;13;1957.0;18;18
KAIAPÓ DO PARÁ;13;1958.0;13;13
KAIAPÓ DO PARÁ;13;1959.0;13;13
KAIAPÓ DO PARÁ;13;1960.0;13;13
KAIAPÓ DO PARÁ;13;1961.0;8;8
KAIAPÓ DO PARÁ;13;1962.0;16;15
KAIAPÓ DO PARÁ;13;1963.0;14;14
KAIAPÓ DO PARÁ;13;1964.0;23;23
KAIAPÓ DO PARÁ;13;1965.0;25;24
KAIAPÓ DO PARÁ;13;1966.0;35;35
KAIAPÓ DO PARÁ;13;1967.0;27;27
KAIAPÓ DO PARÁ;13;1968.0;35;35
KAIAPÓ DO PARÁ;13;1969.0;35;35
KAIAPÓ DO PARÁ;13;1970.0;36;36
KAIAPÓ DO PARÁ;13;1971.0;40;40
KAIAPÓ DO PARÁ;13;1972.0;26;26
KAIAPÓ DO PARÁ;13;1973.0;38;38
KAIAPÓ DO PARÁ;13;1974.0;48;48
KAIAPÓ DO PARÁ;13;1975.0;37;37
KAIAPÓ DO PARÁ;13;1976.0;43;43
KAIAPÓ DO PARÁ;13;1977.0;49;49
KAIAPÓ DO PARÁ;13;1978.0;40;40
KAIAPÓ DO PARÁ;13;1979.0;49;49
KAIAPÓ DO PARÁ;13;1980.0;82;82
KAIAPÓ DO PARÁ;13;1981.0;61;61
KAIAPÓ DO PARÁ;13;1982.0;67;66
KAIAPÓ DO PARÁ;13;1983.0;81;80
KAIAPÓ DO PARÁ;13;1984.0;78;78
KAIAPÓ DO PARÁ;13;1985.0;74;74
KAIAPÓ DO PARÁ;13;1986.0;92;92
KAIAPÓ DO PARÁ;13;1987.0;83;83
KAIAPÓ DO PARÁ;13;1988.0;89;89
KAIAPÓ DO PARÁ;13;1989.0;80;79
KAIAPÓ DO PARÁ;13;1990.0;104;103
KAIAPÓ DO PARÁ;13;1991.0;80;80
KAIAPÓ DO PARÁ;13;1992.0;119;119
KAIAPÓ DO PARÁ;13;1993.0;101;101
KAIAPÓ DO PARÁ;13;1994.0;132;132
KAIAPÓ DO PARÁ;13;1995.0;102;102
KAIAPÓ DO PARÁ;13;1996.0;126;126
KAIAPÓ DO PARÁ;13;1997.0;124;123
KAIAPÓ DO PARÁ;13;1998.0;131;129
KAIAPÓ DO PARÁ;13;1999.0;143;143
KAIAPÓ DO PARÁ;13;2000.0;147;147
KAIAPÓ DO PARÁ;13;2001.0;164;164
KAIAPÓ DO PARÁ;13;2002.0;160;160
KAIAPÓ DO PARÁ;13;2003.0;206;206
KAIAPÓ DO PARÁ;13;2004.0;195;195
KAIAPÓ DO PARÁ;13;2005.0;189;189
KAIAPÓ DO PARÁ;13;2006.0;232;232
KAIAPÓ DO PARÁ;13;2007.0;207;207
KAIAPÓ DO PARÁ;13;2008.0;209;209
KAIAPÓ DO PARÁ;13;2009.0;235;235
KAIAPÓ DO PARÁ;13;2010.0;225;225
KAIAPÓ DO PARÁ;13;2011.0;240;240
KAIAPÓ DO PARÁ;13;2012.0;222;222
KAIAPÓ DO PARÁ;13;2013.0;184;184
KAIAPÓ DO PARÁ;13;2014.0;175;175
KAIAPÓ DO PARÁ;13;2015.0;228;228
KAIAPÓ DO PARÁ;13;2016.0;225;225
KAIAPÓ DO PARÁ;13;2017.0;257;256
KAIAPÓ DO PARÁ;13;2018.0;257;257
KAIAPÓ DO PARÁ;13;2019.0;216;216
KAIAPÓ DO PARÁ;13;2020.0;235;235
KAIAPÓ DO PARÁ;13;2021.0;211;211
KAIAPÓ DO PARÁ;13;2022.0;140;139
KAIAPÓ DO PARÁ;13;2023.0;161;161
KAIAPÓ DO PARÁ;13;2024.0;134;134
KAIAPÓ DO PARÁ;13;2025.0;15;15
LESTE DE RORAIMA;15;1900.0;1;1
LESTE DE RORAIMA;15;1901.0;1;1
LESTE DE RORAIMA;15;1903.0;1;1
LESTE DE RORAIMA;15;1905.0;2;2
LESTE DE RORAIMA;15;1907.0;1;1
LESTE DE RORAIMA;15;1908.0;4;4
LESTE DE RORAIMA;15;1909.0;2;2
LESTE DE RORAIMA;15;1910.0;6;6
LESTE DE RORAIMA;15;1911.0;4;4
LESTE DE RORAIMA;15;1912.0;8;8
LESTE DE RORAIMA;15;1913.0;5;5
LESTE DE RORAIMA;15;1914.0;12;12
LESTE DE RORAIMA;15;1915.0;23;23
LESTE DE RORAIMA;15;1916.0;7;7
LESTE DE RORAIMA;15;1917.0;15;15
LESTE DE RORAIMA;15;1918.0;25;25
LESTE DE RORAIMA;15;1919.0;12;12
LESTE DE RORAIMA;15;1920.0;50;50
LESTE DE RORAIMA;15;1921.0;22;22
LESTE DE RORAIMA;15;1922.0;42;42
LESTE DE RORAIMA;15;1923.0;32;32
LESTE DE RORAIMA;15;1924.0;28;28
LESTE DE RORAIMA;15;1925.0;53;53
LESTE DE RORAIMA;15;1926.0;31;30
LESTE DE RORAIMA;15;1927.0;54;51
LESTE DE RORAIMA;15;1928.0;55;54
LESTE DE RORAIMA;15;1929.0;51;51
LESTE DE RORAIMA;15;1930.0;100;100
LESTE DE RORAIMA;15;1931.0;56;56
LESTE DE RORAIMA;15;1932.0;88;88
LESTE DE RORAIMA;15;1933.0;66;63
LESTE DE RORAIMA;15;1934.0;71;69
LESTE DE RORAIMA;15;1935.0;122;121
LESTE DE RORAIMA;15;1936.0;88;87
LESTE DE RORAIMA;15;1937.0;95;94
LESTE DE RORAIMA;15;1938.0;105;104
LESTE DE RORAIMA;15;1939.0;96;96
LESTE DE RORAIMA;15;1940.0;182;180
LESTE DE RORAIMA;15;1941.0;100;99
LESTE DE RORAIMA;15;1942.0;126;123
LESTE DE RORAIMA;15;1943.0;92;90
LESTE DE RORAIMA;15;1944.0;125;124
LESTE DE RORAIMA;15;1945.0;190;189
LESTE DE RORAIMA;15;1946.0;134;131
LESTE DE RORAIMA;15;1947.0;157;153
LESTE DE RORAIMA;15;1948.0;190;186
LESTE DE RORAIMA;15;1949.0;166;163
LESTE DE RORAIMA;15;1950.0;244;243
LESTE DE RORAIMA;15;1951.0;194;190
LESTE DE RORAIMA;15;1952.0;212;204
LESTE DE RORAIMA;15;1953.0;215;212
LESTE DE RORAIMA;15;1954.0;286;282
LESTE DE RORAIMA;15;1955.0;267;257
LESTE DE RORAIMA;15;1956.0;241;233
LESTE DE RORAIMA;15;1957.0;265;261
LESTE DE RORAIMA;15;1958.0;309;306
LESTE DE RORAIMA;15;1959.0;292;285
LESTE DE RORAIMA;15;1960.0;328;313
LESTE DE RORAIMA;15;1961.0;295;281
LESTE DE RORAIMA;15;1962.0;344;337
LESTE DE RORAIMA;15;1963.0;320;311
LESTE DE RORAIMA;15;1964.0;374;367
LESTE DE RORAIMA;15;1965.0;373;366
LESTE DE RORAIMA;15;1966.0;439;425
LESTE DE RORAIMA;15;1967.0;404;393
LESTE DE RORAIMA;15;1968.0;448;426
LESTE DE RORAIMA;15;1969.0;463;449
LESTE DE RORAIMA;15;1970.0;527;506
LESTE DE RORAIMA;15;1971.0;430;417
LESTE DE RORAIMA;15;1972.0;528;510
LESTE DE RORAIMA;15;1973.0;527;513
LESTE DE RORAIMA;15;1974.0;573;564
LESTE DE RORAIMA;15;1975.0;656;640
LESTE DE RORAIMA;15;1976.0;561;540
LESTE DE RORAIMA;15;1977.0;629;616
LESTE DE RORAIMA;15;1978.0;637;616
LESTE DE RORAIMA;15;1979.0;728;707
LESTE DE RORAIMA;15;1980.0;706;689
LESTE DE RORAIMA;15;1981.0;741;719
LESTE DE RORAIMA;15;1982.0;807;786
LESTE DE RORAIMA;15;1983.0;872;853
LESTE DE RORAIMA;15;1984.0;920;904
LESTE DE RORAIMA;15;1985.0;950;926
LESTE DE RORAIMA;15;1986.0;961;940
LESTE DE RORAIMA;15;1987.0;1028;1013
LESTE DE RORAIMA;15;1988.0;993;969
LESTE DE RORAIMA;15;1989.0;1122;1102
LESTE DE RORAIMA;15;1990.0;1209;1188
LESTE DE RORAIMA;15;1991.0;1139;1125
LESTE DE RORAIMA;15;1992.0;1290;1275
LESTE DE RORAIMA;15;1993.0;1323;1302
LESTE DE RORAIMA;15;1994.0;1347;1328
LESTE DE RORAIMA;15;1995.0;1469;1440
LESTE DE RORAIMA;15;1996.0;1499;1484
LESTE DE RORAIMA;15;1997.0;1648;1622
LESTE DE RORAIMA;15;1998.0;1595;1570
LESTE DE RORAIMA;15;1999.0;1646;1627
LESTE DE RORAIMA;15;2000.0;1651;1635
LESTE DE RORAIMA;15;2001.0;1762;1746
LESTE DE RORAIMA;15;2002.0;1761;1742
LESTE DE RORAIMA;15;2003.0;1769;1757
LESTE DE RORAIMA;15;2004.0;1875;1863
LESTE DE RORAIMA;15;2005.0;1832;1818
LESTE DE RORAIMA;15;2006.0;1961;1944
LESTE DE RORAIMA;15;2007.0;2049;2040
LESTE DE RORAIMA;15;2008.0;1999;1984
LESTE DE RORAIMA;15;2009.0;2019;2009
LESTE DE RORAIMA;15;2010.0;2127;2113
LESTE DE RORAIMA;15;2011.0;2167;2156
LESTE DE RORAIMA;15;2012.0;2193;2181
LESTE DE RORAIMA;15;2013.0;2142;2134
LESTE DE RORAIMA;15;2014.0;2142;2132
LESTE DE RORAIMA;15;2015.0;2273;2259
LESTE DE RORAIMA;15;2016.0;2231;2218
LESTE DE RORAIMA;15;2017.0;2251;2238
LESTE DE RORAIMA;15;2018.0;2255;2243
LESTE DE RORAIMA;15;2019.0;2418;2411
LESTE DE RORAIMA;15;2020.0;2309;2297
LESTE DE RORAIMA;15;2021.0;2377;2369
LESTE DE RORAIMA;15;2022.0;2037;2034
LESTE DE RORAIMA;15;2023.0;1795;1794
LESTE DE RORAIMA;15;2024.0;1421;1421
LESTE DE RORAIMA;15;2025.0;390;390
LITORAL SUL;35;1900.0;1;1
LITORAL SUL;35;1901.0;3;3
LITORAL SUL;35;1905.0;3;3
LITORAL SUL;35;1906.0;1;1
LITORAL SUL;35;1907.0;2;2
LITORAL SUL;35;1909.0;1;1
LITORAL SUL;35;1911.0;2;2
LITORAL SUL;35;1912.0;3;3
LITORAL SUL;35;1913.0;4;4
LITORAL SUL;35;1914.0;5;5
LITORAL SUL;35;1915.0;9;9
LITORAL SUL;35;1916.0;4;4
LITORAL SUL;35;1917.0;8;8
LITORAL SUL;35;1918.0;6;6
LITORAL SUL;35;1919.0;5;5
LITORAL SUL;35;1920.0;7;7
LITORAL SUL;35;1921.0;11;11
LITORAL SUL;35;1922.0;11;11
LITORAL SUL;35;1923.0;24;24
LITORAL SUL;35;1924.0;12;11
LITORAL SUL;35;1925.0;13;13
LITORAL SUL;35;1926.0;11;11
LITORAL SUL;35;1927.0;16;16
LITORAL SUL;35;1928.0;12;12
LITORAL SUL;35;1929.0;11;10
LITORAL SUL;35;1930.0;37;37
LITORAL SUL;35;1931.0;13;13
LITORAL SUL;35;1932.0;18;18
LITORAL SUL;35;1933.0;7;7
LITORAL SUL;35;1934.0;15;14
LITORAL SUL;35;1935.0;26;25
LITORAL SUL;35;1936.0;15;15
LITORAL SUL;35;1937.0;29;28
LITORAL SUL;35;1938.0;37;37
LITORAL SUL;35;1939.0;29;29
LITORAL SUL;35;1940.0;55;50
LITORAL SUL;35;1941.0;22;19
LITORAL SUL;35;1942.0;39;38
LITORAL SUL;35;1943.0;30;27
LITORAL SUL;35;1944.0;47;46
LITORAL SUL;35;1945.0;52;48
LITORAL SUL;35;1946.0;31;25
LITORAL SUL;35;1947.0;44;40
LITORAL SUL;35;1948.0;38;35
LITORAL SUL;35;1949.0;48;40
LITORAL SUL;35;1950.0;78;76
LITORAL SUL;35;1951.0;55;54
LITORAL SUL;35;1952.0;63;57
LITORAL SUL;35;1953.0;56;47
LITORAL SUL;35;1954.0;66;58
LITORAL SUL;35;1955.0;78;64
LITORAL SUL;35;1956.0;70;62
LITORAL SUL;35;1957.0;69;61
LITORAL SUL;35;1958.0;74;65
LITORAL SUL;35;1959.0;66;60
LITORAL SUL;35;1960.0;102;95
LITORAL SUL;35;1961.0;86;75
LITORAL SUL;35;1962.0;99;92
LITORAL SUL;35;1963.0;105;96
LITORAL SUL;35;1964.0;122;107
LITORAL SUL;35;1965.0;114;101
LITORAL SUL;35;1966.0;107;91
LITORAL SUL;35;1967.0;132;122
LITORAL SUL;35;1968.0;122;103
LITORAL SUL;35;1969.0;109;103
LITORAL SUL;35;1970.0;155;145
LITORAL SUL;35;1971.0;142;127
LITORAL SUL;35;1972.0;175;162
LITORAL SUL;35;1973.0;168;157
LITORAL SUL;35;1974.0;208;195
LITORAL SUL;35;1975.0;189;171
LITORAL SUL;35;1976.0;198;176
LITORAL SUL;35;1977.0;206;187
LITORAL SUL;35;1978.0;193;180
LITORAL SUL;35;1979.0;231;216
LITORAL SUL;35;1980.0;275;261
LITORAL SUL;35;1981.0;272;263
LITORAL SUL;35;1982.0;288;273
LITORAL SUL;35;1983.0;305;286
LITORAL SUL;35;1984.0;322;311
LITORAL SUL;35;1985.0;339;327
LITORAL SUL;35;1986.0;306;295
LITORAL SUL;35;1987.0;304;294
LITORAL SUL;35;1988.0;344;335
LITORAL SUL;35;1989.0;388;381
LITORAL SUL;35;1990.0;408;401
LITORAL SUL;35;1991.0;431;422
LITORAL SUL;35;1992.0;372;368
LITORAL SUL;35;1993.0;407;398
LITORAL SUL;35;1994.0;432;425
LITORAL SUL;35;1995.0;459;458
LITORAL SUL;35;1996.0;532;526
LITORAL SUL;35;1997.0;558;544
LITORAL SUL;35;1998.0;608;592
LITORAL SUL;35;1999.0;628;617
LITORAL SUL;35;2000.0;640;636
LITORAL SUL;35;2001.0;676;671
LITORAL SUL;35;2002.0;706;691
LITORAL SUL;35;2003.0;651;644
LITORAL SUL;35;2004.0;619;617
LITORAL SUL;35;2005.0;709;699
LITORAL SUL;35;2006.0;611;610
LITORAL SUL;35;2007.0;628;624
LITORAL SUL;35;2008.0;524;517
LITORAL SUL;35;2009.0;571;569
LITORAL SUL;35;2010.0;535;532
LITORAL SUL;35;2011.0;574;569
LITORAL SUL;35;2012.0;553;552
LITORAL SUL;35;2013.0;501;499
LITORAL SUL;35;2014.0;548;543
LITORAL SUL;35;2015.0;551;549
LITORAL SUL;35;2016.0;494;493
LITORAL SUL;35;2017.0;517;515
LITORAL SUL;35;2018.0;523;517
LITORAL SUL;35;2019.0;468;466
LITORAL SUL;35;2020.0;478;476
LITORAL SUL;35;2021.0;467;467
LITORAL SUL;35;2022.0;417;415
LITORAL SUL;35;2023.0;398;395
LITORAL SUL;35;2024.0;298;298
LITORAL SUL;35;2025.0;10;10
MANAUS;17;1902.0;1;1
MANAUS;17;1903.0;1;1
MANAUS;17;1905.0;1;1
MANAUS;17;1906.0;1;1
MANAUS;17;1907.0;1;1
MANAUS;17;1908.0;3;3
MANAUS;17;1909.0;3;3
MANAUS;17;1910.0;13;13
MANAUS;17;1911.0;12;12
MANAUS;17;1912.0;10;10
MANAUS;17;1913.0;8;8
MANAUS;17;1914.0;12;12
MANAUS;17;1915.0;20;20
MANAUS;17;1916.0;14;14
MANAUS;17;1917.0;13;13
MANAUS;17;1918.0;23;23
MANAUS;17;1919.0;30;30
MANAUS;17;1920.0;36;36
MANAUS;17;1921.0;13;13
MANAUS;17;1922.0;23;22
MANAUS;17;1923.0;29;29
MANAUS;17;1924.0;30;29
MANAUS;17;1925.0;26;24
MANAUS;17;1926.0;27;27
MANAUS;17;1927.0;18;17
MANAUS;17;1928.0;18;17
MANAUS;17;1929.0;20;19
MANAUS;17;1930.0;60;58
MANAUS;17;1931.0;31;30
MANAUS;17;1932.0;47;46
MANAUS;17;1933.0;60;56
MANAUS;17;1934.0;50;50
MANAUS;17;1935.0;53;52
MANAUS;17;1936.0;52;51
MANAUS;17;1937.0;76;72
MANAUS;17;1938.0;86;85
MANAUS;17;1939.0;85;84
MANAUS;17;1940.0;117;115
MANAUS;17;1941.0;70;67
MANAUS;17;1942.0;116;114
MANAUS;17;1943.0;93;90
MANAUS;17;1944.0;123;115
MANAUS;17;1945.0;129;120
MANAUS;17;1946.0;94;91
MANAUS;17;1947.0;106;101
MANAUS;17;1948.0;107;105
MANAUS;17;1949.0;111;109
MANAUS;17;1950.0;138;135
MANAUS;17;1951.0;125;122
MANAUS;17;1952.0;161;151
MANAUS;17;1953.0;165;162
MANAUS;17;1954.0;175;166
MANAUS;17;1955.0;161;154
MANAUS;17;1956.0;169;164
MANAUS;17;1957.0;155;141
MANAUS;17;1958.0;212;196
MANAUS;17;1959.0;166;159
MANAUS;17;1960.0;218;208
MANAUS;17;1961.0;190;187
MANAUS;17;1962.0;225;213
MANAUS;17;1963.0;242;224
MANAUS;17;1964.0;260;246
MANAUS;17;1965.0;204;191
MANAUS;17;1966.0;260;245
MANAUS;17;1967.0;253;232
MANAUS;17;1968.0;260;239
MANAUS;17;1969.0;287;266
MANAUS;17;1970.0;313;302
MANAUS;17;1971.0;262;247
MANAUS;17;1972.0;346;326
MANAUS;17;1973.0;364;348
MANAUS;17;1974.0;345;322
MANAUS;17;1975.0;411;391
MANAUS;17;1976.0;396;370
MANAUS;17;1977.0;425;405
MANAUS;17;1978.0;455;429
MANAUS;17;1979.0;463;428
MANAUS;17;1980.0;554;518
MANAUS;17;1981.0;498;456
MANAUS;17;1982.0;613;581
MANAUS;17;1983.0;573;540
MANAUS;17;1984.0;609;568
MANAUS;17;1985.0;658;628
MANAUS;17;1986.0;683;631
MANAUS;17;1987.0;695;650
MANAUS;17;1988.0;702;663
MANAUS;17;1989.0;751;712
MANAUS;17;1990.0;727;682
MANAUS;17;1991.0;753;713
MANAUS;17;1992.0;784;745
MANAUS;17;1993.0;834;791
MANAUS;17;1994.0;874;832
MANAUS;17;1995.0;989;936
MANAUS;17;1996.0;917;857
MANAUS;17;1997.0;1080;1035
MANAUS;17;1998.0;1077;1018
MANAUS;17;1999.0;1116;1080
MANAUS;17;2000.0;1120;1070
MANAUS;17;2001.0;1154;1110
MANAUS;17;2002.0;1164;1128
MANAUS;17;2003.0;1168;1127
MANAUS;17;2004.0;1181;1136
MANAUS;17;2005.0;1203;1169
MANAUS;17;2006.0;1256;1225
MANAUS;17;2007.0;1195;1158
MANAUS;17;2008.0;1204;1173
MANAUS;17;2009.0;1157;1140
MANAUS;17;2010.0;1202;1180
MANAUS;17;2011.0;1143;1119
MANAUS;17;2012.0;1185;1161
MANAUS;17;2013.0;999;968
MANAUS;17;2014.0;1124;1089
MANAUS;17;2015.0;1064;1026
MANAUS;17;2016.0;1045;1006
MANAUS;17;2017.0;1071;1037
MANAUS;17;2018.0;989;938
MANAUS;17;2019.0;948;892
MANAUS;17;2020.0;917;864
MANAUS;17;2021.0;888;858
MANAUS;17;2022.0;783;758
MANAUS;17;2023.0;689;661
MANAUS;17;2024.0;642;594
MANAUS;17;2025.0;247;235
MARANHÃO;19;1902.0;1;1
MARANHÃO;19;1903.0;1;1
MARANHÃO;19;1905.0;1;1
MARANHÃO;19;1907.0;2;2
MARANHÃO;19;1908.0;1;1
MARANHÃO;19;1909.0;3;3
MARANHÃO;19;1910.0;9;9
MARANHÃO;19;1911.0;8;8
MARANHÃO;19;1912.0;9;9
MARANHÃO;19;1913.0;11;11
MARANHÃO;19;1914.0;23;23
MARANHÃO;19;1915.0;24;24
MARANHÃO;19;1916.0;17;17
MARANHÃO;19;1917.0;25;25
MARANHÃO;19;1918.0;21;21
MARANHÃO;19;1919.0;52;51
MARANHÃO;19;1920.0;65;64
MARANHÃO;19;1921.0;26;24
MARANHÃO;19;1922.0;45;43
MARANHÃO;19;1923.0;43;43
MARANHÃO;19;1924.0;57;57
MARANHÃO;19;1925.0;43;43
MARANHÃO;19;1926.0;22;22
MARANHÃO;19;1927.0;41;41
MARANHÃO;19;1928.0;32;32
MARANHÃO;19;1929.0;26;26
MARANHÃO;19;1930.0;64;60
MARANHÃO;19;1931.0;20;20
MARANHÃO;19;1932.0;72;72
MARANHÃO;19;1933.0;62;62
MARANHÃO;19;1934.0;68;64
MARANHÃO;19;1935.0;86;85
MARANHÃO;19;1936.0;71;70
MARANHÃO;19;1937.0;73;72
MARANHÃO;19;1938.0;100;99
MARANHÃO;19;1939.0;73;71
MARANHÃO;19;1940.0;170;169
MARANHÃO;19;1941.0;90;90
MARANHÃO;19;1942.0;141;136
MARANHÃO;19;1943.0;114;112
MARANHÃO;19;1944.0;105;101
MARANHÃO;19;1945.0;111;108
MARANHÃO;19;1946.0;88;87
MARANHÃO;19;1947.0;75;70
MARANHÃO;19;1948.0;104;99
MARANHÃO;19;1949.0;71;68
MARANHÃO;19;1950.0;107;104
MARANHÃO;19;1951.0;71;66
MARANHÃO;19;1952.0;61;59
MARANHÃO;19;1953.0;73;68
MARANHÃO;19;1954.0;72;65
MARANHÃO;19;1955.0;93;90
MARANHÃO;19;1956.0;62;55
MARANHÃO;19;1957.0;100;96
MARANHÃO;19;1958.0;103;101
MARANHÃO;19;1959.0;93;87
MARANHÃO;19;1960.0;187;179
MARANHÃO;19;1961.0;106;101
MARANHÃO;19;1962.0;210;203
MARANHÃO;19;1963.0;192;178
MARANHÃO;19;1964.0;205;191
MARANHÃO;19;1965.0;159;151
MARANHÃO;19;1966.0;191;180
MARANHÃO;19;1967.0;214;205
MARANHÃO;19;1968.0;233;222
MARANHÃO;19;1969.0;213;199
MARANHÃO;19;1970.0;349;329
MARANHÃO;19;1971.0;243;231
MARANHÃO;19;1972.0;299;284
MARANHÃO;19;1973.0;327;311
MARANHÃO;19;1974.0;353;328
MARANHÃO;19;1975.0;436;416
MARANHÃO;19;1976.0;389;362
MARANHÃO;19;1977.0;404;376
MARANHÃO;19;1978.0;431;413
MARANHÃO;19;1979.0;452;423
MARANHÃO;19;1980.0;639;600
MARANHÃO;19;1981.0;560;529
MARANHÃO;19;1982.0;664;632
MARANHÃO;19;1983.0;585;553
MARANHÃO;19;1984.0;611;581
MARANHÃO;19;1985.0;651;616
MARANHÃO;19;1986.0;655;614
MARANHÃO;19;1987.0;674;639
MARANHÃO;19;1988.0;732;696
MARANHÃO;19;1989.0;679;656
MARANHÃO;19;1990.0;884;864
MARANHÃO;19;1991.0;764;734
MARANHÃO;19;1992.0;861;835
MARANHÃO;19;1993.0;815;793
MARANHÃO;19;1994.0;908;888
MARANHÃO;19;1995.0;969;950
MARANHÃO;19;1996.0;947;928
MARANHÃO;19;1997.0;1157;1135
MARANHÃO;19;1998.0;1095;1075
MARANHÃO;19;1999.0;1236;1208
MARANHÃO;19;2000.0;1229;1214
MARANHÃO;19;2001.0;1232;1213
MARANHÃO;19;2002.0;1233;1216
MARANHÃO;19;2003.0;1320;1302
MARANHÃO;19;2004.0;1250;1241
MARANHÃO;19;2005.0;1342;1332
MARANHÃO;19;2006.0;1323;1313
MARANHÃO;19;2007.0;1313;1305
MARANHÃO;19;2008.0;1361;1353
MARANHÃO;19;2009.0;1365;1351
MARANHÃO;19;2010.0;1357;1352
MARANHÃO;19;2011.0;1324;1313
MARANHÃO;19;2012.0;1339;1336
MARANHÃO;19;2013.0;1234;1226
MARANHÃO;19;2014.0;1320;1307
MARANHÃO;19;2015.0;1446;1440
MARANHÃO;19;2016.0;1351;1350
MARANHÃO;19;2017.0;1683;1673
MARANHÃO;19;2018.0;1650;1647
MARANHÃO;19;2019.0;1602;1602
MARANHÃO;19;2020.0;1567;1567
MARANHÃO;19;2021.0;1875;1873
MARANHÃO;19;2022.0;1339;1334
MARANHÃO;19;2023.0;1484;1480
MARANHÃO;19;2024.0;1218;1214
MARANHÃO;19;2025.0;179;177
MATO GROSSO DO SUL;20;1900.0;2;2
MATO GROSSO DO SUL;20;1901.0;5;5
MATO GROSSO DO SUL;20;1902.0;2;2
MATO GROSSO DO SUL;20;1903.0;1;1
MATO GROSSO DO SUL;20;1904.0;2;2
MATO GROSSO DO SUL;20;1905.0;4;4
MATO GROSSO DO SUL;20;1906.0;5;5
MATO GROSSO DO SUL;20;1907.0;12;12
MATO GROSSO DO SUL;20;1908.0;9;9
MATO GROSSO DO SUL;20;1909.0;7;7
MATO GROSSO DO SUL;20;1910.0;46;46
MATO GROSSO DO SUL;20;1911.0;25;25
MATO GROSSO DO SUL;20;1912.0;44;44
