dsei;codigo_dsei;ano_nascimento;frequencia_ativos;frequencia_ativos_indigenas
MATO GROSSO DO SUL;20;1913.0;37;37
MATO GROSSO DO SUL;20;1914.0;57;57
MATO GROSSO DO SUL;20;1915.0;67;67
MATO GROSSO DO SUL;20;1916.0;58;58
MATO GROSSO DO SUL;20;1917.0;55;55
MATO GROSSO DO SUL;20;1918.0;93;92
MATO GROSSO DO SUL;20;1919.0;74;74
MATO GROSSO DO SUL;20;1920.0;137;137
MATO GROSSO DO SUL;20;1921.0;79;79
MATO GROSSO DO SUL;20;1922.0;95;95
MATO GROSSO DO SUL;20;1923.0;95;94
MATO GROSSO DO SUL;20;1924.0;83;83
MATO GROSSO DO SUL;20;1925.0;116;116
MATO GROSSO DO SUL;20;1926.0;73;73
MATO GROSSO DO SUL;20;1927.0;68;68
MATO GROSSO DO SUL;20;1928.0;83;82
MATO GROSSO DO SUL;20;1929.0;76;75
MATO GROSSO DO SUL;20;1930.0;186;186
MATO GROSSO DO SUL;20;1931.0;104;104
MATO GROSSO DO SUL;20;1932.0;171;171
MATO GROSSO DO SUL;20;1933.0;145;141
MATO GROSSO DO SUL;20;1934.0;164;163
MATO GROSSO DO SUL;20;1935.0;188;186
MATO GROSSO DO SUL;20;1936.0;197;195
MATO GROSSO DO SUL;20;1937.0;172;168
MATO GROSSO DO SUL;20;1938.0;220;219
MATO GROSSO DO SUL;20;1939.0;239;237
MATO GROSSO DO SUL;20;1940.0;393;390
MATO GROSSO DO SUL;20;1941.0;201;199
MATO GROSSO DO SUL;20;1942.0;242;236
MATO GROSSO DO SUL;20;1943.0;223;222
MATO GROSSO DO SUL;20;1944.0;242;238
MATO GROSSO DO SUL;20;1945.0;270;265
MATO GROSSO DO SUL;20;1946.0;206;201
MATO GROSSO DO SUL;20;1947.0;241;236
MATO GROSSO DO SUL;20;1948.0;182;173
MATO GROSSO DO SUL;20;1949.0;191;183
MATO GROSSO DO SUL;20;1950.0;334;327
MATO GROSSO DO SUL;20;1951.0;242;228
MATO GROSSO DO SUL;20;1952.0;276;268
MATO GROSSO DO SUL;20;1953.0;312;300
MATO GROSSO DO SUL;20;1954.0;273;261
MATO GROSSO DO SUL;20;1955.0;355;340
MATO GROSSO DO SUL;20;1956.0;350;335
MATO GROSSO DO SUL;20;1957.0;395;380
MATO GROSSO DO SUL;20;1958.0;398;379
MATO GROSSO DO SUL;20;1959.0;352;339
MATO GROSSO DO SUL;20;1960.0;495;482
MATO GROSSO DO SUL;20;1961.0;405;391
MATO GROSSO DO SUL;20;1962.0;475;460
MATO GROSSO DO SUL;20;1963.0;504;492
MATO GROSSO DO SUL;20;1964.0;523;510
MATO GROSSO DO SUL;20;1965.0;526;506
MATO GROSSO DO SUL;20;1966.0;533;517
MATO GROSSO DO SUL;20;1967.0;570;552
MATO GROSSO DO SUL;20;1968.0;571;555
MATO GROSSO DO SUL;20;1969.0;631;612
MATO GROSSO DO SUL;20;1970.0;747;727
MATO GROSSO DO SUL;20;1971.0;673;651
MATO GROSSO DO SUL;20;1972.0;871;845
MATO GROSSO DO SUL;20;1973.0;784;765
MATO GROSSO DO SUL;20;1974.0;850;831
MATO GROSSO DO SUL;20;1975.0;925;905
MATO GROSSO DO SUL;20;1976.0;933;910
MATO GROSSO DO SUL;20;1977.0;1083;1060
MATO GROSSO DO SUL;20;1978.0;1010;987
MATO GROSSO DO SUL;20;1979.0;1103;1063
MATO GROSSO DO SUL;20;1980.0;1313;1279
MATO GROSSO DO SUL;20;1981.0;1155;1127
MATO GROSSO DO SUL;20;1982.0;1384;1354
MATO GROSSO DO SUL;20;1983.0;1370;1323
MATO GROSSO DO SUL;20;1984.0;1331;1304
MATO GROSSO DO SUL;20;1985.0;1377;1345
MATO GROSSO DO SUL;20;1986.0;1385;1355
MATO GROSSO DO SUL;20;1987.0;1410;1376
MATO GROSSO DO SUL;20;1988.0;1606;1576
MATO GROSSO DO SUL;20;1989.0;1632;1605
MATO GROSSO DO SUL;20;1990.0;1850;1804
MATO GROSSO DO SUL;20;1991.0;1769;1735
MATO GROSSO DO SUL;20;1992.0;2031;1993
MATO GROSSO DO SUL;20;1993.0;1974;1932
MATO GROSSO DO SUL;20;1994.0;2098;2060
MATO GROSSO DO SUL;20;1995.0;2164;2131
MATO GROSSO DO SUL;20;1996.0;2367;2324
MATO GROSSO DO SUL;20;1997.0;2540;2504
MATO GROSSO DO SUL;20;1998.0;2428;2391
MATO GROSSO DO SUL;20;1999.0;2604;2570
MATO GROSSO DO SUL;20;2000.0;2857;2825
MATO GROSSO DO SUL;20;2001.0;2791;2756
MATO GROSSO DO SUL;20;2002.0;2923;2889
MATO GROSSO DO SUL;20;2003.0;2814;2790
MATO GROSSO DO SUL;20;2004.0;3094;3062
MATO GROSSO DO SUL;20;2005.0;2908;2883
MATO GROSSO DO SUL;20;2006.0;3036;3013
MATO GROSSO DO SUL;20;2007.0;2570;2551
MATO GROSSO DO SUL;20;2008.0;3058;3040
MATO GROSSO DO SUL;20;2009.0;2809;2790
MATO GROSSO DO SUL;20;2010.0;2677;2664
MATO GROSSO DO SUL;20;2011.0;2811;2802
MATO GROSSO DO SUL;20;2012.0;2689;2680
MATO GROSSO DO SUL;20;2013.0;2576;2562
MATO GROSSO DO SUL;20;2014.0;2453;2436
MATO GROSSO DO SUL;20;2015.0;2436;2407
MATO GROSSO DO SUL;20;2016.0;2245;2230
MATO GROSSO DO SUL;20;2017.0;2266;2247
MATO GROSSO DO SUL;20;2018.0;2165;2147
MATO GROSSO DO SUL;20;2019.0;2098;2086
MATO GROSSO DO SUL;20;2020.0;2122;2112
MATO GROSSO DO SUL;20;2021.0;2103;2094
MATO GROSSO DO SUL;20;2022.0;1993;1981
MATO GROSSO DO SUL;20;2023.0;2103;2098
MATO GROSSO DO SUL;20;2024.0;1904;1901
MATO GROSSO DO SUL;20;2025.0;291;290
MINAS GERAIS E ESPÍRITO SANTO;11;1907.0;1;1
MINAS GERAIS E ESPÍRITO SANTO;11;1909.0;3;3
MINAS GERAIS E ESPÍRITO SANTO;11;1910.0;2;2
MINAS GERAIS E ESPÍRITO SANTO;11;1911.0;1;1
MINAS GERAIS E ESPÍRITO SANTO;11;1912.0;4;4
MINAS GERAIS E ESPÍRITO SANTO;11;1913.0;4;4
MINAS GERAIS E ESPÍRITO SANTO;11;1914.0;3;3
MINAS GERAIS E ESPÍRITO SANTO;11;1915.0;9;9
MINAS GERAIS E ESPÍRITO SANTO;11;1916.0;7;7
MINAS GERAIS E ESPÍRITO SANTO;11;1917.0;7;7
MINAS GERAIS E ESPÍRITO SANTO;11;1918.0;6;6
MINAS GERAIS E ESPÍRITO SANTO;11;1919.0;9;9
MINAS GERAIS E ESPÍRITO SANTO;11;1920.0;14;14
MINAS GERAIS E ESPÍRITO SANTO;11;1921.0;11;11
MINAS GERAIS E ESPÍRITO SANTO;11;1922.0;15;15
MINAS GERAIS E ESPÍRITO SANTO;11;1923.0;7;7
MINAS GERAIS E ESPÍRITO SANTO;11;1924.0;13;12
MINAS GERAIS E ESPÍRITO SANTO;11;1925.0;14;14
MINAS GERAIS E ESPÍRITO SANTO;11;1926.0;15;15
MINAS GERAIS E ESPÍRITO SANTO;11;1927.0;11;10
MINAS GERAIS E ESPÍRITO SANTO;11;1928.0;17;17
MINAS GERAIS E ESPÍRITO SANTO;11;1929.0;21;20
MINAS GERAIS E ESPÍRITO SANTO;11;1930.0;35;34
MINAS GERAIS E ESPÍRITO SANTO;11;1931.0;18;18
MINAS GERAIS E ESPÍRITO SANTO;11;1932.0;20;19
MINAS GERAIS E ESPÍRITO SANTO;11;1933.0;26;25
MINAS GERAIS E ESPÍRITO SANTO;11;1934.0;31;31
MINAS GERAIS E ESPÍRITO SANTO;11;1935.0;36;33
MINAS GERAIS E ESPÍRITO SANTO;11;1936.0;35;33
MINAS GERAIS E ESPÍRITO SANTO;11;1937.0;32;32
MINAS GERAIS E ESPÍRITO SANTO;11;1938.0;39;38
MINAS GERAIS E ESPÍRITO SANTO;11;1939.0;40;39
MINAS GERAIS E ESPÍRITO SANTO;11;1940.0;62;60
MINAS GERAIS E ESPÍRITO SANTO;11;1941.0;31;30
MINAS GERAIS E ESPÍRITO SANTO;11;1942.0;57;55
MINAS GERAIS E ESPÍRITO SANTO;11;1943.0;43;41
MINAS GERAIS E ESPÍRITO SANTO;11;1944.0;54;50
MINAS GERAIS E ESPÍRITO SANTO;11;1945.0;48;45
MINAS GERAIS E ESPÍRITO SANTO;11;1946.0;43;40
MINAS GERAIS E ESPÍRITO SANTO;11;1947.0;51;48
MINAS GERAIS E ESPÍRITO SANTO;11;1948.0;72;70
MINAS GERAIS E ESPÍRITO SANTO;11;1949.0;55;52
MINAS GERAIS E ESPÍRITO SANTO;11;1950.0;73;69
MINAS GERAIS E ESPÍRITO SANTO;11;1951.0;56;50
MINAS GERAIS E ESPÍRITO SANTO;11;1952.0;74;66
MINAS GERAIS E ESPÍRITO SANTO;11;1953.0;90;84
MINAS GERAIS E ESPÍRITO SANTO;11;1954.0;82;76
MINAS GERAIS E ESPÍRITO SANTO;11;1955.0;85;77
MINAS GERAIS E ESPÍRITO SANTO;11;1956.0;107;97
MINAS GERAIS E ESPÍRITO SANTO;11;1957.0;101;94
MINAS GERAIS E ESPÍRITO SANTO;11;1958.0;113;100
MINAS GERAIS E ESPÍRITO SANTO;11;1959.0;75;72
MINAS GERAIS E ESPÍRITO SANTO;11;1960.0;112;104
MINAS GERAIS E ESPÍRITO SANTO;11;1961.0;131;123
MINAS GERAIS E ESPÍRITO SANTO;11;1962.0;106;94
MINAS GERAIS E ESPÍRITO SANTO;11;1963.0;134;122
MINAS GERAIS E ESPÍRITO SANTO;11;1964.0;138;123
MINAS GERAIS E ESPÍRITO SANTO;11;1965.0;127;118
MINAS GERAIS E ESPÍRITO SANTO;11;1966.0;141;126
MINAS GERAIS E ESPÍRITO SANTO;11;1967.0;129;110
MINAS GERAIS E ESPÍRITO SANTO;11;1968.0;163;150
MINAS GERAIS E ESPÍRITO SANTO;11;1969.0;140;125
MINAS GERAIS E ESPÍRITO SANTO;11;1970.0;163;147
MINAS GERAIS E ESPÍRITO SANTO;11;1971.0;163;142
MINAS GERAIS E ESPÍRITO SANTO;11;1972.0;151;131
MINAS GERAIS E ESPÍRITO SANTO;11;1973.0;182;161
MINAS GERAIS E ESPÍRITO SANTO;11;1974.0;176;155
MINAS GERAIS E ESPÍRITO SANTO;11;1975.0;189;166
MINAS GERAIS E ESPÍRITO SANTO;11;1976.0;215;188
MINAS GERAIS E ESPÍRITO SANTO;11;1977.0;226;199
MINAS GERAIS E ESPÍRITO SANTO;11;1978.0;235;210
MINAS GERAIS E ESPÍRITO SANTO;11;1979.0;271;243
MINAS GERAIS E ESPÍRITO SANTO;11;1980.0;279;254
MINAS GERAIS E ESPÍRITO SANTO;11;1981.0;274;245
MINAS GERAIS E ESPÍRITO SANTO;11;1982.0;332;294
MINAS GERAIS E ESPÍRITO SANTO;11;1983.0;329;286
MINAS GERAIS E ESPÍRITO SANTO;11;1984.0;318;292
MINAS GERAIS E ESPÍRITO SANTO;11;1985.0;392;347
MINAS GERAIS E ESPÍRITO SANTO;11;1986.0;364;323
MINAS GERAIS E ESPÍRITO SANTO;11;1987.0;371;331
MINAS GERAIS E ESPÍRITO SANTO;11;1988.0;359;316
MINAS GERAIS E ESPÍRITO SANTO;11;1989.0;391;344
MINAS GERAIS E ESPÍRITO SANTO;11;1990.0;392;338
MINAS GERAIS E ESPÍRITO SANTO;11;1991.0;439;396
MINAS GERAIS E ESPÍRITO SANTO;11;1992.0;406;366
MINAS GERAIS E ESPÍRITO SANTO;11;1993.0;413;377
MINAS GERAIS E ESPÍRITO SANTO;11;1994.0;448;392
MINAS GERAIS E ESPÍRITO SANTO;11;1995.0;465;418
MINAS GERAIS E ESPÍRITO SANTO;11;1996.0;472;425
MINAS GERAIS E ESPÍRITO SANTO;11;1997.0;468;421
MINAS GERAIS E ESPÍRITO SANTO;11;1998.0;554;490
MINAS GERAIS E ESPÍRITO SANTO;11;1999.0;559;510
MINAS GERAIS E ESPÍRITO SANTO;11;2000.0;561;508
MINAS GERAIS E ESPÍRITO SANTO;11;2001.0;543;510
MINAS GERAIS E ESPÍRITO SANTO;11;2002.0;556;503
MINAS GERAIS E ESPÍRITO SANTO;11;2003.0;513;476
MINAS GERAIS E ESPÍRITO SANTO;11;2004.0;529;492
MINAS GERAIS E ESPÍRITO SANTO;11;2005.0;579;551
MINAS GERAIS E ESPÍRITO SANTO;11;2006.0;521;500
MINAS GERAIS E ESPÍRITO SANTO;11;2007.0;512;493
MINAS GERAIS E ESPÍRITO SANTO;11;2008.0;524;506
MINAS GERAIS E ESPÍRITO SANTO;11;2009.0;536;524
MINAS GERAIS E ESPÍRITO SANTO;11;2010.0;518;503
MINAS GERAIS E ESPÍRITO SANTO;11;2011.0;508;499
MINAS GERAIS E ESPÍRITO SANTO;11;2012.0;521;501
MINAS GERAIS E ESPÍRITO SANTO;11;2013.0;507;494
MINAS GERAIS E ESPÍRITO SANTO;11;2014.0;541;524
MINAS GERAIS E ESPÍRITO SANTO;11;2015.0;551;534
MINAS GERAIS E ESPÍRITO SANTO;11;2016.0;481;472
MINAS GERAIS E ESPÍRITO SANTO;11;2017.0;485;478
MINAS GERAIS E ESPÍRITO SANTO;11;2018.0;540;527
MINAS GERAIS E ESPÍRITO SANTO;11;2019.0;498;489
MINAS GERAIS E ESPÍRITO SANTO;11;2020.0;503;499
MINAS GERAIS E ESPÍRITO SANTO;11;2021.0;524;520
MINAS GERAIS E ESPÍRITO SANTO;11;2022.0;494;487
MINAS GERAIS E ESPÍRITO SANTO;11;2023.0;483;480
MINAS GERAIS E ESPÍRITO SANTO;11;2024.0;443;441
MINAS GERAIS E ESPÍRITO SANTO;11;2025.0;134;134
MÉDIO RIO PURUS;21;1906.0;1;1
MÉDIO RIO PURUS;21;1912.0;3;3
MÉDIO RIO PURUS;21;1918.0;2;2
MÉDIO RIO PURUS;21;1921.0;2;2
MÉDIO RIO PURUS;21;1922.0;1;1
MÉDIO RIO PURUS;21;1924.0;3;3
MÉDIO RIO PURUS;21;1925.0;4;4
MÉDIO RIO PURUS;21;1926.0;3;3
MÉDIO RIO PURUS;21;1927.0;5;5
MÉDIO RIO PURUS;21;1928.0;4;4
MÉDIO RIO PURUS;21;1929.0;5;5
MÉDIO RIO PURUS;21;1930.0;8;7
MÉDIO RIO PURUS;21;1931.0;10;10
MÉDIO RIO PURUS;21;1932.0;17;17
MÉDIO RIO PURUS;21;1933.0;10;9
MÉDIO RIO PURUS;21;1934.0;8;8
MÉDIO RIO PURUS;21;1935.0;13;13
MÉDIO RIO PURUS;21;1936.0;11;11
MÉDIO RIO PURUS;21;1937.0;10;10
MÉDIO RIO PURUS;21;1938.0;15;15
MÉDIO RIO PURUS;21;1939.0;16;15
MÉDIO RIO PURUS;21;1940.0;31;30
MÉDIO RIO PURUS;21;1941.0;19;19
MÉDIO RIO PURUS;21;1942.0;37;35
MÉDIO RIO PURUS;21;1943.0;16;15
MÉDIO RIO PURUS;21;1944.0;26;25
MÉDIO RIO PURUS;21;1945.0;33;33
MÉDIO RIO PURUS;21;1946.0;20;20
MÉDIO RIO PURUS;21;1947.0;31;30
MÉDIO RIO PURUS;21;1948.0;35;34
MÉDIO RIO PURUS;21;1949.0;31;29
MÉDIO RIO PURUS;21;1950.0;40;38
MÉDIO RIO PURUS;21;1951.0;28;26
MÉDIO RIO PURUS;21;1952.0;24;21
MÉDIO RIO PURUS;21;1953.0;28;23
MÉDIO RIO PURUS;21;1954.0;36;32
MÉDIO RIO PURUS;21;1955.0;28;28
MÉDIO RIO PURUS;21;1956.0;30;29
MÉDIO RIO PURUS;21;1957.0;34;31
MÉDIO RIO PURUS;21;1958.0;40;32
MÉDIO RIO PURUS;21;1959.0;31;26
MÉDIO RIO PURUS;21;1960.0;45;41
MÉDIO RIO PURUS;21;1961.0;44;42
MÉDIO RIO PURUS;21;1962.0;38;34
MÉDIO RIO PURUS;21;1963.0;48;44
MÉDIO RIO PURUS;21;1964.0;52;43
MÉDIO RIO PURUS;21;1965.0;49;44
MÉDIO RIO PURUS;21;1966.0;48;43
MÉDIO RIO PURUS;21;1967.0;52;46
MÉDIO RIO PURUS;21;1968.0;62;54
MÉDIO RIO PURUS;21;1969.0;55;55
MÉDIO RIO PURUS;21;1970.0;73;63
MÉDIO RIO PURUS;21;1971.0;68;53
MÉDIO RIO PURUS;21;1972.0;74;62
MÉDIO RIO PURUS;21;1973.0;57;52
MÉDIO RIO PURUS;21;1974.0;96;85
MÉDIO RIO PURUS;21;1975.0;93;85
MÉDIO RIO PURUS;21;1976.0;87;78
MÉDIO RIO PURUS;21;1977.0;94;76
MÉDIO RIO PURUS;21;1978.0;100;89
MÉDIO RIO PURUS;21;1979.0;115;96
MÉDIO RIO PURUS;21;1980.0;135;114
MÉDIO RIO PURUS;21;1981.0;139;125
MÉDIO RIO PURUS;21;1982.0;130;114
MÉDIO RIO PURUS;21;1983.0;147;136
MÉDIO RIO PURUS;21;1984.0;156;142
MÉDIO RIO PURUS;21;1985.0;139;126
MÉDIO RIO PURUS;21;1986.0;151;133
MÉDIO RIO PURUS;21;1987.0;158;132
MÉDIO RIO PURUS;21;1988.0;170;152
MÉDIO RIO PURUS;21;1989.0;169;154
MÉDIO RIO PURUS;21;1990.0;188;170
MÉDIO RIO PURUS;21;1991.0;178;152
MÉDIO RIO PURUS;21;1992.0;163;146
MÉDIO RIO PURUS;21;1993.0;215;195
MÉDIO RIO PURUS;21;1994.0;222;199
MÉDIO RIO PURUS;21;1995.0;212;192
MÉDIO RIO PURUS;21;1996.0;229;203
MÉDIO RIO PURUS;21;1997.0;227;197
MÉDIO RIO PURUS;21;1998.0;236;210
MÉDIO RIO PURUS;21;1999.0;261;237
MÉDIO RIO PURUS;21;2000.0;253;235
MÉDIO RIO PURUS;21;2001.0;263;239
MÉDIO RIO PURUS;21;2002.0;321;299
MÉDIO RIO PURUS;21;2003.0;304;284
MÉDIO RIO PURUS;21;2004.0;303;293
MÉDIO RIO PURUS;21;2005.0;324;313
MÉDIO RIO PURUS;21;2006.0;287;277
MÉDIO RIO PURUS;21;2007.0;327;313
MÉDIO RIO PURUS;21;2008.0;290;280
MÉDIO RIO PURUS;21;2009.0;283;275
MÉDIO RIO PURUS;21;2010.0;317;307
MÉDIO RIO PURUS;21;2011.0;303;295
MÉDIO RIO PURUS;21;2012.0;346;340
MÉDIO RIO PURUS;21;2013.0;315;305
MÉDIO RIO PURUS;21;2014.0;302;296
MÉDIO RIO PURUS;21;2015.0;318;310
MÉDIO RIO PURUS;21;2016.0;290;286
MÉDIO RIO PURUS;21;2017.0;282;277
MÉDIO RIO PURUS;21;2018.0;306;302
MÉDIO RIO PURUS;21;2019.0;297;293
MÉDIO RIO PURUS;21;2020.0;294;292
MÉDIO RIO PURUS;21;2021.0;332;327
MÉDIO RIO PURUS;21;2022.0;308;307
MÉDIO RIO PURUS;21;2023.0;330;327
MÉDIO RIO PURUS;21;2024.0;292;292
MÉDIO RIO PURUS;21;2025.0;97;96
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1907.0;1;1
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1913.0;2;2
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1915.0;2;2
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1916.0;3;3
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1917.0;2;2
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1918.0;2;2
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1919.0;1;1
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1920.0;6;6
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1921.0;3;3
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1922.0;6;6
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1923.0;8;8
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1924.0;7;7
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1925.0;2;2
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1926.0;8;8
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1927.0;7;6
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1928.0;8;8
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1929.0;7;7
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1930.0;17;17
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1931.0;12;12
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1932.0;14;13
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1933.0;16;16
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1934.0;13;13
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1935.0;23;23
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1936.0;17;16
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1937.0;27;27
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1938.0;20;19
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1939.0;25;25
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1940.0;42;41
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1941.0;29;29
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1942.0;31;31
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1943.0;39;39
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1944.0;39;39
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1945.0;56;56
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1946.0;28;28
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1947.0;33;33
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1948.0;42;41
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1949.0;38;38
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1950.0;49;48
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1951.0;43;42
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1952.0;27;26
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1953.0;52;52
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1954.0;51;51
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1955.0;55;55
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1956.0;49;48
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1957.0;62;61
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1958.0;46;46
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1959.0;45;45
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1960.0;85;84
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1961.0;75;75
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1962.0;75;68
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1963.0;85;82
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1964.0;71;70
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1965.0;79;77
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1966.0;80;78
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1967.0;60;59
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1968.0;87;83
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1969.0;97;97
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1970.0;121;117
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1971.0;107;106
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1972.0;109;101
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1973.0;132;126
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1974.0;125;115
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1975.0;172;165
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1976.0;149;143
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1977.0;136;133
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1978.0;190;181
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1979.0;172;163
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1980.0;216;209
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1981.0;206;197
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1982.0;211;201
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1983.0;220;210
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1984.0;215;208
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1985.0;222;212
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1986.0;196;186
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1987.0;243;231
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1988.0;218;207
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1989.0;238;230
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1990.0;230;221
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1991.0;257;245
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1992.0;252;233
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1993.0;277;266
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1994.0;304;292
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1995.0;315;299
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1996.0;305;287
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1997.0;344;335
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1998.0;349;335
MÉDIO RIO SOLIMÕES E AFLUENTES;28;1999.0;415;399
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2000.0;427;411
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2001.0;416;407
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2002.0;481;470
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2003.0;455;442
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2004.0;551;538
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2005.0;536;530
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2006.0;549;541
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2007.0;528;522
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2008.0;612;606
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2009.0;617;614
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2010.0;608;605
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2011.0;684;681
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2012.0;628;622
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2013.0;726;722
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2014.0;759;755
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2015.0;769;765
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2016.0;715;712
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2017.0;721;719
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2018.0;775;769
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2019.0;704;701
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2020.0;687;686
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2021.0;749;740
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2022.0;651;648
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2023.0;689;686
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2024.0;732;729
MÉDIO RIO SOLIMÕES E AFLUENTES;28;2025.0;202;200
PARINTINS;22;1911.0;3;3
PARINTINS;22;1913.0;2;2
PARINTINS;22;1914.0;1;1
PARINTINS;22;1915.0;3;3
PARINTINS;22;1916.0;3;3
PARINTINS;22;1917.0;1;1
PARINTINS;22;1918.0;3;3
PARINTINS;22;1919.0;1;1
PARINTINS;22;1920.0;17;17
